ITEM: TIMESTEP
100
ITEM: NUMBER OF ATOMS
1000
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 9.4000000000000004e+00
0.0000000000000000e+00 9.4000000000000004e+00
0.0000000000000000e+00 9.4000000000000004e+00
ITEM: ATOMS id type x y z vx vy vz
1 1 0.743376 0.437343 9.39611 2.41494 -1.10898 -0.279051
2 1 1.87937 0.0593121 0.00781232 -1.01123 0.650154 -0.184229
3 1 2.85326 0.615412 9.02798 -2.69674 4.79955 -0.132018
4 1 3.79905 0.0808231 0.262166 -0.608753 -0.203136 2.43929
5 1 4.18087 0.836237 8.15038 -1.00375 2.39745 -3.45933
6 1 4.41833 0.0651069 8.87133 -2.00881 -2.64963 -2.45117
7 1 6.27061 0.972955 0.670928 1.06372 -0.0648864 1.06223
8 1 6.93549 1.05832 9.34679 0.75374 1.49637 0.659944
9 1 7.9151 0.134467 8.90285 0.62532 1.5603 -0.509902
10 1 8.76216 0.494641 0.242447 -0.822095 2.09835 1.45314
11 1 0.0588561 0.96999 0.685259 -2.95846 -0.764454 1.13793
12 1 1.27009 1.55721 0.40035 -1.06179 -0.0510674 -1.435
13 1 2.16315 1.24744 0.0813391 1.47268 -3.12686 1.72352
14 1 3.03905 1.35609 0.564825 2.32767 2.89734 -0.283422
15 1 4.17759 1.08874 0.161708 -0.771044 -0.979521 0.161598
16 1 5.34049 0.582193 0.0311778 -4.29357 2.12301 2.18415
17 1 6.00881 1.36587 9.23151 2.16354 0.0519001 -3.36001
18 1 6.60955 1.83951 0.28951 0.593585 1.99985 0.580758
19 1 7.94707 0.979324 0.289789 0.288156 0.616165 0.442302
20 1 8.8386 1.557 0.0177919 3.16522 2.80236 2.34141
21 1 0.310843 2.02476 0.231853 -0.6352 -0.504021 0.414582
22 1 1.29946 2.50384 0.350592 -3.86238 0.0363793 -1.73882
23 1 2.17172 2.19618 0.147605 0.616911 1.44134 1.05225
24 1 2.91635 2.72763 0.323741 -0.623396 1.60113 0.871371
25 1 4.0296 2.12429 0.311229 0.150348 1.38327 -2.60265
26 1 4.88303 1.78831 0.213882 -0.95807 -1.75632 1.46261
27 1 6.10473 2.89824 8.87169 -0.956712 0.900714 0.218478
