ITEM: TIMESTEP
200
ITEM: NUMBER OF ATOMS
1000
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 9.4000000000000004e+00
0.0000000000000000e+00 9.4000000000000004e+00
0.0000000000000000e+00 9.4000000000000004e+00
ITEM: ATOMS id type x y z vx vy vz
1 1 0.374262 0.247337 0.140775 -1.34545 -0.311543 -0.995211
2 1 2.03892 0.182326 9.31324 0.18399 0.776736 -0.140746
3 1 3.1218 0.867198 9.01969 2.66977 -0.198989 1.65614
4 1 3.30646 0.26682 0.321797 -0.00513344 -0.61274 0.55357
5 1 4.27785 0.776853 8.06257 -1.16896 3.0146 2.16953
6 1 3.83876 8.94728 7.95455 -1.85589 0.829213 0.385874
7 1 6.17701 0.744266 0.512325 0.691822 0.596316 -2.05156
8 1 6.87009 0.236776 9.20796 -2.37438 -0.478984 1.0315
9 1 7.93619 0.237918 9.00676 1.97883 -2.85419 -0.987637
10 1 8.90343 0.0396821 0.0225892 -2.13775 -0.563372 0.542812
11 1 0.376614 1.20116 0.610913 -1.80087 -0.00624805 2.16343
12 1 1.26905 1.4254 9.35085 -1.72149 -4.11499 0.446224
13 1 2.19111 1.17756 0.215285 -1.40568 2.79714 0.409323
14 1 2.91448 1.21879 0.853376 0.0146583 0.00567307 -1.58658
15 1 4.24976 1.21218 9.29725 2.31903 2.16283 -1.53284
16 1 5.27173 0.59131 9.06937 1.43127 2.47013 0.112053
17 1 6.43174 1.93993 8.76085 -4.50143 0.942525 -1.35497
18 1 6.91218 1.28732 0.634924 1.17807 -2.6074 1.54888
19 1 7.61213 0.686241 0.424353 0.0876876 2.07204 -0.440288
20 1 9.17234 1.74432 9.16482 -0.945341 2.18286 1.06083
21 1 0.583188 1.96111 8.68031 0.738955 -0.382055 0.465485
22 1 1.64612 2.23291 0.692338 0.902259 -0.652532 -0.798538
23 1 2.35579 2.1868 9.35613 1.23269 0.341847 -1.26551
24 1 3.32165 2.9158 9.39531 1.34046 0.46471 -3.22392
25 1 4.2012 2.18225 0.106851 3.2476 -1.59147 -0.859667
26 1 5.12737 1.61124 0.291526 0.934405 -2.44273 -1.32022
27 1 6.31717 2.86717 9.21667 -0.696502 -0.299355 -0.166539
28 1 7.19948 2.40356 0.174187 -0.765017 -1.31196 1.67081
29 1 7.80859 1.5386 0.0227717 -0.314288 0.467865 -0.65349
30 1 9.38455 2.7536 9.16941 -1.76491 -0.488397 1.21325
31 1 0.694021 2.27047 0.211839 1.58974 -5.43041 -2.25234
32 1 1.47393 2.92227 9.13159 0.830163 -0.00487516 -0.87691
33 1 2.33999 3.23251 0.922195 1.6311 3.07157 1.27105
34 1 3.73619 4.1998 9.03228 1.41734 2.65305 0.263792
35 1 3.9024 2.98902 0.788875 2.06645 2.89328 0.344177
36 1 4.99139 2.92742 0.359572 -1.05315 -1.57549 -3.14024
37 1 6.08326 4.17065 0.295909 1.84503 1.44771 1.5637
38 1 6.87176 3.84575 8.96332 -1.95496 0.529078 0.296586
39 1 8.00722 2.70531 8.91281 -3.76001 -1.457 -1.22135
40 1 8.68821 3.51376 0.194318 -0.383339 0.117935 -0.00903968
41 1 0.483087 3.99194 8.70842 2.53446 4.30131 -1.7762
42 1 1.1312 4.42714 0.364666 4.9037 -0.793452 0.327667
43 1 2.06893 3.93242 0.0622847 -2.40381 -0.823732 2.65979
44 1 2.50429 5.08603 9.26401 0.69267 -0.08257 -2.35534
45 1 4.68221 4.49405 0.0853402 2.91119 1.83028 2.42874
46 1 5.22111 4.58282 0.868611 -0.448312 0.15384 0.897158
47 1 6.31089 4.68527 8.99523 -3.16295 0.605377 -0.906049
48 1 7.68953 5.32973 0.168726 0.172038 2.33186 -1.12939
49 1 7.5803 3.68161 0.277763 3.83068 -1.01002 -0.310181
50 1 9.08021 4.5501 0.0935142 2.31847 -2.38725 -0.77458
51 1 8.98804 4.61619 8.57001 4.06479 -6.44139 -0.160426
52 1 1.13859 4.76127 8.76459 1.44052 -1.035 1.15162
53 1 3.17584 4.78789 0.789559 1.30778 1.75624 -3.7451
54 1 3.20352 5.87948 8.79101 0.918379 -1.76827 0.106252
55 1 3.594 5.27685 0.0708983 -2.41503 -2.47572 -2.72402
56 1 4.8202 5.58342 0.482992 3.75322 3.5572 0.664722
57 1 5.49845 5.68628 8.94548 -2.56433 -2.38638 -0.761843
58 1 6.91531 5.89329 0.732911 -2.15208 0.209466 0.108917
59 1 8.27433 5.0047 8.88798 0.12111 -3.89295 0.844367
