#bin. KALJ data file T=0.5
1000 atoms
2 atom types

0 9.4 xlo xhi
0 9.4 ylo yhi
0 9.4 zlo zhi

Masses

1 1.0
2 1.0

Atoms

1 1 4.700000000000000289e-01 4.700000000000000289e-01 4.700000000000000289e-01
2 1 1.410000000000000142e+00 4.700000000000000289e-01 4.700000000000000289e-01
3 1 2.350000000000000089e+00 4.700000000000000289e-01 4.700000000000000289e-01
4 1 3.290000000000000036e+00 4.700000000000000289e-01 4.700000000000000289e-01
5 1 4.230000000000000426e+00 4.700000000000000289e-01 4.700000000000000289e-01
6 1 5.169999999999999929e+00 4.700000000000000289e-01 4.700000000000000289e-01
7 1 6.110000000000000320e+00 4.700000000000000289e-01 4.700000000000000289e-01
8 1 7.050000000000000711e+00 4.700000000000000289e-01 4.700000000000000289e-01
9 1 7.990000000000000213e+00 4.700000000000000289e-01 4.700000000000000289e-01
10 1 8.929999999999999716e+00 4.700000000000000289e-01 4.700000000000000289e-01
11 1 4.700000000000000289e-01 1.410000000000000142e+00 4.700000000000000289e-01
12 1 1.410000000000000142e+00 1.410000000000000142e+00 4.700000000000000289e-01
13 1 2.350000000000000089e+00 1.410000000000000142e+00 4.700000000000000289e-01
14 1 3.290000000000000036e+00 1.410000000000000142e+00 4.700000000000000289e-01
15 1 4.230000000000000426e+00 1.410000000000000142e+00 4.700000000000000289e-01
16 1 5.169999999999999929e+00 1.410000000000000142e+00 4.700000000000000289e-01
17 1 6.110000000000000320e+00 1.410000000000000142e+00 4.700000000000000289e-01
18 1 7.050000000000000711e+00 1.410000000000000142e+00 4.700000000000000289e-01
19 1 7.990000000000000213e+00 1.410000000000000142e+00 4.700000000000000289e-01
20 1 8.929999999999999716e+00 1.410000000000000142e+00 4.700000000000000289e-01
21 1 4.700000000000000289e-01 2.350000000000000089e+00 4.700000000000000289e-01
22 1 1.410000000000000142e+00 2.350000000000000089e+00 4.700000000000000289e-01
23 1 2.350000000000000089e+00 2.350000000000000089e+00 4.700000000000000289e-01
24 1 3.290000000000000036e+00 2.350000000000000089e+00 4.700000000000000289e-01
25 1 4.230000000000000426e+00 2.350000000000000089e+00 4.700000000000000289e-01
26 1 5.169999999999999929e+00 2.350000000000000089e+00 4.700000000000000289e-01
27 1 6.110000000000000320e+00 2.350000000000000089e+00 4.700000000000000289e-01
28 1 7.050000000000000711e+00 2.350000000000000089e+00 4.700000000000000289e-01
29 1 7.990000000000000213e+00 2.350000000000000089e+00 4.700000000000000289e-01
30 1 8.929999999999999716e+00 2.350000000000000089e+00 4.700000000000000289e-01
31 1 4.700000000000000289e-01 3.290000000000000036e+00 4.700000000000000289e-01
32 1 1.410000000000000142e+00 3.290000000000000036e+00 4.700000000000000289e-01
33 1 2.350000000000000089e+00 3.290000000000000036e+00 4.700000000000000289e-01
34 1 3.290000000000000036e+00 3.290000000000000036e+00 4.700000000000000289e-01
35 1 4.230000000000000426e+00 3.290000000000000036e+00 4.700000000000000289e-01
36 1 5.169999999999999929e+00 3.290000000000000036e+00 4.700000000000000289e-01
37 1 6.110000000000000320e+00 3.290000000000000036e+00 4.700000000000000289e-01
38 1 7.050000000000000711e+00 3.290000000000000036e+00 4.700000000000000289e-01
39 1 7.990000000000000213e+00 3.290000000000000036e+00 4.700000000000000289e-01
40 1 8.929999999999999716e+00 3.290000000000000036e+00 4.700000000000000289e-01
41 1 4.700000000000000289e-01 4.230000000000000426e+00 4.700000000000000289e-01
42 1 1.410000000000000142e+00 4.230000000000000426e+00 4.700000000000000289e-01
43 1 2.350000000000000089e+00 4.230000000000000426e+00 4.700000000000000289e-01
44 1 3.290000000000000036e+00 4.230000000000000426e+00 4.700000000000000289e-01
45 1 4.230000000000000426e+00 4.230000000000000426e+00 4.700000000000000289e-01
46 1 5.169999999999999929e+00 4.230000000000000426e+00 4.700000000000000289e-01
47 1 6.110000000000000320e+00 4.230000000000000426e+00 4.700000000000000289e-01
48 1 7.050000000000000711e+00 4.230000000000000426e+00 4.700000000000000289e-01
49 1 7.990000000000000213e+00 4.230000000000000426e+00 4.700000000000000289e-01
50 1 8.929999999999999716e+00 4.230000000000000426e+00 4.700000000000000289e-01
51 1 4.700000000000000289e-01 5.169999999999999929e+00 4.700000000000000289e-01
52 1 1.410000000000000142e+00 5.169999999999999929e+00 4.700000000000000289e-01
53 1 2.350000000000000089e+00 5.169999999999999929e+00 4.700000000000000289e-01
54 1 3.290000000000000036e+00 5.169999999999999929e+00 4.700000000000000289e-01
55 1 4.230000000000000426e+00 5.169999999999999929e+00 4.700000000000000289e-01
56 1 5.169999999999999929e+00 5.169999999999999929e+00 4.700000000000000289e-01
57 1 6.110000000000000320e+00 5.169999999999999929e+00 4.700000000000000289e-01
58 1 7.050000000000000711e+00 5.169999999999999929e+00 4.700000000000000289e-01
59 1 7.990000000000000213e+00 5.169999999999999929e+00 4.700000000000000289e-01
60 1 8.929999999999999716e+00 5.169999999999999929e+00 4.700000000000000289e-01
61 1 4.700000000000000289e-01 6.110000000000000320e+00 4.700000000000000289e-01
62 1 1.410000000000000142e+00 6.110000000000000320e+00 4.700000000000000289e-01
63 1 2.350000000000000089e+00 6.110000000000000320e+00 4.700000000000000289e-01
64 1 3.290000000000000036e+00 6.110000000000000320e+00 4.700000000000000289e-01
65 1 4.230000000000000426e+00 6.110000000000000320e+00 4.700000000000000289e-01
66 1 5.169999999999999929e+00 6.110000000000000320e+00 4.700000000000000289e-01
67 1 6.110000000000000320e+00 6.110000000000000320e+00 4.700000000000000289e-01
